"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"4994";"Абдулла";"7";"881184394";"2018";"май";
"4995";"Расул";"7";"881184400";"2018";"май";
"4996";"Серафим";"7";"881184407";"2018";"май";
"4997";"Стефан";"6";"881184409";"2018";"май";
"4998";"Тамерлан";"6";"881184411";"2018";"май";
"4999";"Осман";"6";"881184413";"2018";"май";
"5000";"Камиль";"6";"881184414";"2018";"май";
"5001";"Александр";"273";"881184428";"2018";"июнь";
"5002";"Максим";"218";"881184454";"2018";"июнь";
"5003";"Артём";"202";"881184457";"2018";"июнь";
"5004";"Михаил";"198";"881184466";"2018";"июнь";
"5005";"Даниил, Данила, Данил";"180";"881184469";"2018";"июнь";
"5006";"Иван";"173";"881184470";"2018";"июнь";
"5007";"Дмитрий";"150";"881184471";"2018";"июнь";
"5008";"Марк";"134";"881184472";"2018";"июнь";
"5009";"Андрей";"128";"881184474";"2018";"июнь";
"5010";"Матвей";"122";"881184480";"2018";"июнь";
"5011";"Лев";"118";"881356284";"2018";"июнь";
"5012";"Егор";"117";"881356288";"2018";"июнь";
"5013";"Роман";"116";"881356292";"2018";"июнь";
"5014";"Кирилл";"114";"881356295";"2018";"июнь";
"5015";"Тимофей";"111";"881356298";"2018";"июнь";
"5016";"Никита";"109";"881356301";"2018";"июнь";
"5017";"Илья";"105";"881356304";"2018";"июнь";
"5018";"Фёдор";"98";"881356308";"2018";"июнь";
"5019";"Алексей";"96";"881356309";"2018";"июнь";
"5020";"Ярослав";"91";"881356310";"2018";"июнь";
"5021";"Константин";"87";"881356317";"2018";"июнь";
"5022";"Владимир";"84";"881356320";"2018";"июнь";
"5023";"Сергей";"71";"881356322";"2018";"июнь";
"5024";"Николай";"64";"881356324";"2018";"июнь";
"5025";"Арсений";"64";"881356325";"2018";"июнь";
"5026";"Георгий";"63";"881356326";"2018";"июнь";
"5027";"Мирон";"63";"881356328";"2018";"июнь";
"5028";"Давид";"60";"881356332";"2018";"июнь";
"5029";"Денис";"59";"881356336";"2018";"июнь";
"5030";"Степан";"57";"881356339";"2018";"июнь";
"5031";"Владислав";"56";"881356342";"2018";"июнь";
"5032";"Тимур";"54";"881356345";"2018";"июнь";
"5033";"Григорий";"52";"881356347";"2018";"июнь";
"5034";"Павел";"50";"881356350";"2018";"июнь";
"5035";"Макар";"44";"881356353";"2018";"июнь";
"5036";"Глеб";"37";"881356356";"2018";"июнь";
"5037";"Евгений";"37";"881356359";"2018";"июнь";
"5038";"Виктор";"36";"881356362";"2018";"июнь";
"5039";"Пётр";"36";"881356365";"2018";"июнь";
"5040";"Леонид";"35";"881356368";"2018";"июнь";
"5041";"Семён";"34";"881356375";"2018";"июнь";
"5042";"Амир";"32";"881356379";"2018";"июнь";
"5043";"Артур";"31";"881356381";"2018";"июнь";
"5044";"Руслан";"31";"881356384";"2018";"июнь";
"5045";"Богдан";"29";"881356387";"2018";"июнь";
"5046";"Василий";"29";"881356391";"2018";"июнь";
"5047";"Адам";"28";"881356677";"2018";"июнь";
"5048";"Платон";"27";"881356684";"2018";"июнь";
"5049";"Елисей";"26";"881356689";"2018";"июнь";
"5050";"Юрий";"26";"881356695";"2018";"июнь";
"5051";"Рамазан";"25";"881356836";"2018";"июнь";
"5052";"Савелий";"24";"881356838";"2018";"июнь";
"5053";"Захар";"23";"881356876";"2018";"июнь";
"5054";"Демид";"23";"881356882";"2018";"июнь";
"5055";"Артемий";"23";"881356888";"2018";"июнь";
"5056";"Герман";"22";"881356893";"2018";"июнь";
"5057";"Игорь";"22";"881356898";"2018";"июнь";
"5058";"Мухаммад, Мухаммед";"22";"881356903";"2018";"июнь";
"5059";"Али";"21";"881356909";"2018";"июнь";
"5060";"Умар";"21";"881356914";"2018";"июнь";
"5061";"Станислав";"20";"881356927";"2018";"июнь";
"5062";"Олег";"20";"881356930";"2018";"июнь";
"5063";"Леон";"20";"881356934";"2018";"июнь";
"5064";"Борис";"20";"881356936";"2018";"июнь";
"5065";"Рамзан";"18";"881356963";"2018";"июнь";
"5066";"Вячеслав";"18";"881356967";"2018";"июнь";
"5067";"Вадим";"17";"881356970";"2018";"июнь";
"5068";"Дамир";"17";"881356973";"2018";"июнь";
"5069";"Мирослав";"17";"881356976";"2018";"июнь";
"5070";"Лука";"16";"881356980";"2018";"июнь";
"5071";"Всеволод";"16";"881356984";"2018";"июнь";
"5072";"Гордей";"15";"881356987";"2018";"июнь";
"5073";"Даниэль";"15";"881356989";"2018";"июнь";
"5074";"Роберт";"15";"881356990";"2018";"июнь";
"5075";"Савва";"15";"881356992";"2018";"июнь";
"5076";"Филипп";"15";"881356993";"2018";"июнь";
"5077";"Антон";"14";"881356994";"2018";"июнь";
"5078";"Яков";"13";"881356996";"2018";"июнь";
"5079";"Эмин";"12";"881356999";"2018";"июнь";
"5080";"Святослав";"12";"881357001";"2018";"июнь";
"5081";"Тихон";"12";"881357045";"2018";"июнь";
"5082";"Юсуф";"11";"881357048";"2018";"июнь";
"5083";"Ян";"10";"881357051";"2018";"июнь";
"5084";"Тигран";"10";"881357055";"2018";"июнь";
"5085";"Ибрагим";"10";"881357057";"2018";"июнь";
"5086";"Анатолий";"9";"881357060";"2018";"июнь";
"5087";"Алихан";"9";"881357063";"2018";"июнь";
"5088";"Марсель";"8";"881357065";"2018";"июнь";
"5089";"Мартин";"7";"881357068";"2018";"июнь";
"5090";"Микаэль";"7";"881357071";"2018";"июнь";
"5091";"Мурад";"7";"881357075";"2018";"июнь";
"5092";"Магомед";"7";"881357079";"2018";"июнь";
"5093";"Нурислам";"7";"881357082";"2018";"июнь";
"5094";"Родион";"7";"881357085";"2018";"июнь";
"5095";"Амирхан";"7";"881357087";"2018";"июнь";
"5096";"Аслан";"7";"881357089";"2018";"июнь";
"5097";"Ислам";"7";"881357090";"2018";"июнь";
"5098";"Эмир";"7";"881357092";"2018";"июнь";
"5099";"Эмиль";"7";"881357096";"2018";"июнь";
"5100";"Эмирхан";"6";"881357098";"2018";"июнь";
"5101";"Александр";"303";"881369638";"2018";"июль";
"5102";"Михаил";"240";"881369639";"2018";"июль";
"5103";"Артём";"220";"881369640";"2018";"июль";
"5104";"Максим";"217";"881369642";"2018";"июль";
"5105";"Иван";"204";"881369643";"2018";"июль";
"5106";"Даниил, Данила, Данил";"199";"881369659";"2018";"июль";
"5107";"Дмитрий";"154";"881369662";"2018";"июль";
"5108";"Матвей";"143";"881369773";"2018";"июль";
"5109";"Кирилл";"133";"881369777";"2018";"июль";
"5110";"Андрей";"131";"881369779";"2018";"июль";
"5111";"Тимофей";"131";"881444272";"2018";"июль";
"5112";"Илья";"125";"881445973";"2018";"июль";
"5113";"Никита";"124";"881446174";"2018";"июль";
"5114";"Лев";"122";"881446197";"2018";"июль";
"5115";"Марк";"118";"881446276";"2018";"июль";
"5116";"Егор";"104";"881446277";"2018";"июль";
"5117";"Роман";"104";"881446278";"2018";"июль";
"5118";"Алексей";"103";"881446279";"2018";"июль";
"5119";"Ярослав";"102";"881446280";"2018";"июль";
"5120";"Фёдор";"95";"881446281";"2018";"июль";
"5121";"Владимир";"90";"881446513";"2018";"июль";
"5122";"Константин";"86";"881446583";"2018";"июль";
"5123";"Мирон";"77";"881446584";"2018";"июль";
"5124";"Сергей";"77";"881446585";"2018";"июль";
"5125";"Арсений";"72";"881446639";"2018";"июль";
"5126";"Степан";"70";"881446640";"2018";"июль";
"5127";"Владислав";"67";"881446641";"2018";"июль";
"5128";"Павел";"67";"881446642";"2018";"июль";
"5129";"Георгий";"63";"881446643";"2018";"июль";
"5130";"Николай";"58";"881446644";"2018";"июль";
"5131";"Тимур";"57";"881446651";"2018";"июль";
"5132";"Давид";"56";"881446652";"2018";"июль";
"5133";"Глеб";"51";"881446653";"2018";"июль";
"5134";"Макар";"51";"881446654";"2018";"июль";
"5135";"Григорий";"49";"881446655";"2018";"июль";
"5136";"Артемий";"44";"881446656";"2018";"июль";
"5137";"Семён";"41";"881446657";"2018";"июль";
"5138";"Пётр";"42";"881446658";"2018";"июль";
"5139";"Умар";"40";"881446659";"2018";"июль";
"5140";"Евгений";"40";"881446660";"2018";"июль";
"5141";"Денис";"37";"881446661";"2018";"июль";
"5142";"Леонид";"37";"881446662";"2018";"июль";
"5143";"Игорь";"36";"881446663";"2018";"июль";
"5144";"Руслан";"34";"881446664";"2018";"июль";
"5145";"Мухаммад, Мухаммед";"33";"881446665";"2018";"июль";
"5146";"Платон";"32";"881446666";"2018";"июль";
"5147";"Амир";"32";"881446667";"2018";"июль";
"5148";"Виктор";"30";"881446668";"2018";"июль";
"5149";"Роберт";"26";"881446669";"2018";"июль";
"5150";"Вячеслав";"25";"881446670";"2018";"июль";
"5151";"Богдан";"24";"881446671";"2018";"июль";
"5152";"Демид";"24";"881446672";"2018";"июль";
"5153";"Даниэль";"24";"881446673";"2018";"июль";
"5154";"Василий";"23";"881446674";"2018";"июль";
"5155";"Герман";"23";"881446675";"2018";"июль";
"5156";"Антон";"23";"881446676";"2018";"июль";
"5157";"Али";"23";"881446677";"2018";"июль";
"5158";"Адам";"22";"881446678";"2018";"июль";
"5159";"Савелий";"22";"881446679";"2018";"июль";
"5160";"Лука";"20";"881446680";"2018";"июль";
"5161";"Артур";"20";"881446681";"2018";"июль";
"5162";"Мирослав";"19";"881446682";"2018";"июль";
"5163";"Олег";"19";"881446683";"2018";"июль";
"5164";"Елисей";"18";"881446684";"2018";"июль";
"5165";"Гордей";"15";"881446685";"2018";"июль";
"5166";"Всеволод";"15";"881446686";"2018";"июль";
"5167";"Тихон";"15";"881446687";"2018";"июль";
"5168";"Серафим";"15";"881446688";"2018";"июль";
"5169";"Юрий";"15";"881446689";"2018";"июль";
"5170";"Станислав";"13";"881446690";"2018";"июль";
"5171";"Сулейман";"13";"881458925";"2018";"июль";
"5172";"Савва";"13";"881458926";"2018";"июль";
"5173";"Леон";"13";"881458927";"2018";"июль";
"5174";"Захар";"13";"881458928";"2018";"июль";
"5175";"Борис";"12";"881458929";"2018";"июль";
"5176";"Демьян";"12";"881458930";"2018";"июль";
"5177";"Ян";"12";"881458931";"2018";"июль";
"5178";"Эмир";"11";"881458932";"2018";"июль";
"5179";"Тамерлан";"11";"881458933";"2018";"июль";
"5180";"Святослав";"11";"881458934";"2018";"июль";
"5181";"Филипп";"11";"881458935";"2018";"июль";
"5182";"Ислам";"11";"881458936";"2018";"июль";
"5183";"Марат";"11";"881458937";"2018";"июль";
"5184";"Имран";"10";"881458938";"2018";"июль";
"5185";"Ибрагим";"10";"881458939";"2018";"июль";
"5186";"Дамир";"10";"881458940";"2018";"июль";
"5187";"Арсен";"10";"881458941";"2018";"июль";
"5188";"Анатолий";"10";"881458942";"2018";"июль";
"5189";"Эмиль";"10";"881458943";"2018";"июль";
"5190";"Эмин";"10";"881458944";"2018";"июль";
"5191";"Шамиль";"9";"881458945";"2018";"июль";
"5192";"Юсуф";"9";"881458946";"2018";"июль";
"5193";"Яков";"9";"881458947";"2018";"июль";
"5194";"Алинур";"9";"881458948";"2018";"июль";
"5195";"Марсель";"9";"881458949";"2018";"июль";
"5196";"Вадим";"8";"881458950";"2018";"июль";
"5197";"Усман";"7";"881458951";"2018";"июль";
"5198";"Алихан";"7";"881458952";"2018";"июль";
"5199";"Аркадий";"7";"881458953";"2018";"июль";
"5200";"Саид";"7";"881458954";"2018";"июль";
"5201";"Александр";"293";"889022074";"2018";"август";
"5202";"Максим";"224";"889022103";"2018";"август";
"5203";"Артём";"219";"889022107";"2018";"август";
"5204";"Михаил";"211";"889022119";"2018";"август";
"5205";"Даниил, Данила, Данил";"204";"889022122";"2018";"август";
"5206";"Иван";"196";"889022132";"2018";"август";
"5207";"Лев";"188";"889022170";"2018";"август";
"5208";"Илья";"183";"889022204";"2018";"август";
"5209";"Дмитрий";"167";"889022254";"2018";"август";
"5210";"Роман";"158";"889022264";"2018";"август";
"5211";"Матвей";"138";"889022276";"2018";"август";
"5212";"Кирилл";"119";"889022285";"2018";"август";
"5213";"Марк";"119";"889022296";"2018";"август";
"5214";"Андрей";"114";"889022303";"2018";"август";
"5215";"Егор";"100";"889022319";"2018";"август";
"5216";"Тимофей";"100";"889022325";"2018";"август";
"5217";"Владимир";"99";"889022337";"2018";"август";
"5218";"Никита";"94";"889022344";"2018";"август";
"5219";"Фёдор";"94";"889022357";"2018";"август";
"5220";"Алексей";"92";"889022378";"2018";"август";
"5221";"Константин";"87";"889022382";"2018";"август";
"5222";"Ярослав";"80";"889022386";"2018";"август";
"5223";"Сергей";"80";"889022404";"2018";"август";
"5224";"Мирон";"75";"889022416";"2018";"август";
"5225";"Тимур";"72";"889022453";"2018";"август";
"5226";"Давид";"72";"889022477";"2018";"август";
"5227";"Глеб";"70";"889022484";"2018";"август";
"5228";"Арсений";"66";"889022490";"2018";"август";
"5229";"Степан";"64";"889022495";"2018";"август";
